Step,Time,Datetime,X,Y,Z,Vx,Vy,Vz,Eclipse_status_Earth,Eclipse_status_Moon
96,793635669.1852885,2025-02-24 02:19:59.999990+00:00,-25913.818950121575,33286.97466935275,68.41833535235094,-2.4254574905556954,-1.8873518797591355,0.0053121939916245696,0,0
97,793636169.1852885,2025-02-24 02:28:19.999990+00:00,-27109.08182469459,32321.416856516476,71.02897894156916,-2.3550654502523423,-1.9744518225488992,0.005129223957733291,0,0
98,793636669.1852885,2025-02-24 02:36:39.999990+00:00,-28268.363628598352,31312.960005045996,73.54642294820162,-2.281549129519857,-2.058929099513594,0.004939436519159285,0,0
99,793637169.1852885,2025-02-24 02:44:59.999990+00:00,-29390.126447499908,30262.943560327403,75.96732070472518,-2.205006108156326,-2.140671852674916,0.0047430812842204195,0,0
100,793637669.1852885,2025-02-24 02:53:19.999990+00:00,-30472.882160620877,29172.761996654026,78.28845252391122,-2.125537958633618,-2.2195718484060416,0.004540416509951876,0,0
101,793638169.1852885,2025-02-24 03:01:39.999990+00:00,-31515.194403722075,28043.862969412618,80.50672993852312,-2.0432501118432986,-2.295524619173028,0.004331708761651049,0,0
102,793638669.1852885,2025-02-24 03:09:59.999989+00:00,-32515.680463708173,26877.745397630002,82.61919976810807,-1.9582517178605905,-2.368429600322379,0.004117232561786146,0,0
103,793639169.1852885,2025-02-24 03:18:19.999989+00:00,-33473.013102406585,25675.95747940038,84.62304800768018,-1.8706555019081637,-2.438190261742826,0.0038972700287306294,0,0
104,793639669.1852885,2025-02-24 03:26:39.999989+00:00,-34385.922307167166,24440.09464279773,86.51560353332584,-1.7805776157072977,-2.504714234236022,0.0036721105057978876,0,0
105,793640169.1852885,2025-02-24 03:34:59.999989+00:00,-35253.19696602444,23171.797434958848,88.29434162000248,-1.6881374844094417,-2.567913430437654,0.0034420501810622376,0,0
106,793640669.1852885,2025-02-24 03:43:19.999989+00:00,-36073.686465261926,21872.749352099894,89.95688726704783,-1.593457649306454,-2.6277041601374966,0.0032073916984633874,0,0
107,793641169.1852885,2025-02-24 03:51:39.999989+00:00,-36846.30220731846,20544.674613303425,91.50101832716776,-1.4966636065227912,-2.6840072398540604,0.0029684437607019293,0,0
108,793641669.1852885,2025-02-24 03:59:59.999989+00:00,-37570.019047079404,19189.335880983126,92.92466843492723,-1.3978836418976488,-2.7367480965268096,0.0027255207244432163,0,0
109,793642169.1852885,2025-02-24 04:08:19.999989+00:00,-38243.87664470051,17808.53193100024,94.22592973102981,-1.297248662269533,-2.785856865196375,0.0024789421883561185,0,0
110,793642669.1852885,2025-02-24 04:16:39.999989+00:00,-38866.980733219825,16404.095275468426,95.4030553789365,-1.1948920233799352,-2.831268480550762,0.0022290325745216027,0,0
111,793643169.1852885,2025-02-24 04:24:59.999988+00:00,-39438.504299322005,14977.889741343,96.45446187064432,-1.090949354616725,-2.8729227622232716,0.001976120703753897,0,0
112,793643669.1852885,2025-02-24 04:33:19.999988+00:00,-39957.68867573098,13531.80800794565,97.37873111871798,-0.9855583808215288,-2.9107644937356505,0.0017205393653840922,0,0
113,793644169.1852885,2025-02-24 04:41:39.999988+00:00,-40423.84454381961,12067.769106626947,98.17461233194476,-0.8788587413887559,-2.944743494987923,0.0014626248820624765,0,0
114,793644669.1852885,2025-02-24 04:49:59.999988+00:00,-40836.35284513983,10587.715885816311,98.8410236722622,-0.7709918068870387,-2.974814688204357,0.0012027166701415897,0,0
115,793645169.1852885,2025-02-24 04:58:19.999988+00:00,-41194.66560069271,9093.612444752309,99.37705369089055,-0.6621004934366878,-3.000938157253109,0.0009411567962070259,0,0
116,793645669.1852885,2025-02-24 05:06:39.999988+00:00,-41498.30663687538,7587.441539225356,99.7819625418865,-0.5523290750793204,-3.0230792002652564,0.0006782895303272922,0,0
117,793646169.1852885,2025-02-24 05:14:59.999988+00:00,-41746.872217160475,6071.20196269999,100.05518297162129,-0.44182299437809675,-3.0412083754871584,0.000414460896597617,0,0
118,793646669.1852885,2025-02-24 05:23:19.999988+00:00,-41940.03157868339,4546.90590621485,100.19632108297458,-0.33072867148899754,-3.0553015403083443,0.000150018221555457,0,0
119,793647169.1852885,2025-02-24 05:31:39.999988+00:00,-42077.52737303336,3016.576300485305,100.2051568733247,-0.2191933119453014,-3.065339883415477,-0.00011469031895244597,0,0
120,793647669.1852885,2025-02-24 05:39:59.999988+00:00,-42159.176010665775,1482.244143656321,100.08164454570644,-0.10736471339886504,-3.071309950031268,-0.00037931615387020844,0,0
121,793648169.1852885,2025-02-24 05:48:19.999987+00:00,-42184.86790847536,-54.05418182836979,99.82591259279823,0.004608928437015158,-3.0732036602056167,-0.0006435107714182757,0,0
122,793648669.1852885,2025-02-24 05:56:39.999987+00:00,-42154.56764019232,-1590.2795997604826,99.43826365369135,0.11657921439748709,-3.0710183201346366,-0.0009069261733824614,0,0
123,793649169.1852885,2025-02-24 06:04:59.999987+00:00,-42068.31398938665,-3124.393034614384,98.9191741436849,0.22839773678246408,-3.064756626491644,-0.0011692153286256503,0,0
124,793649669.1852885,2025-02-24 06:13:19.999987+00:00,-41926.219904989084,-4654.3581064110385,98.2692936576399,0.33991627433272203,-3.054426663762578,-0.0014300326252429058,0,0
125,793650169.1852885,2025-02-24 06:21:39.999987+00:00,-41728.47235936048,-6178.143822500782,97.48944414771533,0.45098698701901274,-3.0400418945867407,-0.001689034320783096,0,0
126,793650669.1852885,2025-02-24 06:29:59.999987+00:00,-41475.33210906471,-7693.727262769551,96.58061887659618,0.5614626103976048,-3.0216211431121147,-0.0019458789899633063,0,0
127,793651169.1852885,2025-02-24 06:38:19.999987+00:00,-41167.13335862353,-9199.096254779912,95.54398114761001,0.6711966492860969,-2.999188571382895,-0.002200227969306244,0,0
128,793651669.1852885,2025-02-24 06:46:39.999987+00:00,-40804.28332765462,-10692.252035369153,94.38086281341195,0.7800435705140344,-2.9727736487852106,-0.0024517457981355147,0,0
129,793652169.1852885,2025-02-24 06:54:59.999987+00:00,-40387.26172191657,-12171.211895241748,93.09276256519917,0.8878589945038075,-2.9424111145853136,-0.0027001006553691352,0,0
130,793652669.1852885,2025-02-24 07:03:19.999987+00:00,-39916.62010890656,-13634.011803112731,91.68134400469455,0.9944998854385072,-2.9081409336027955,-0.002944964791557889,0,0
131,793653169.1852885,2025-02-24 07:11:39.999986+00:00,-39392.98119877782,-15078.709005981846,90.14843350141399,1.0998247397748615,-2.870008245069609,-0.003186014955622123,0,0
132,793653669.1852885,2025-02-24 07:19:59.999986+00:00,-38817.038031464435,-16503.38460214576,88.49601783800301,1.2036937728610735,-2.828063304733859,-0.0034229328157484,0,0
